Bureau of Meteorology station number,Location,Latitude,Longitude,Product code,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality,Date,Rainfall category
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,8,0.0,0.0,Y,2021-05-08,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,9,0.0,0.0,Y,2021-05-09,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,10,0.0,0.0,Y,2021-05-10,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,11,10.6,1.0,Y,2021-05-11,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,12,0.0,0.0,Y,2021-05-12,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,13,0.0,0.0,Y,2021-05-13,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,14,9.2,1.0,Y,2021-05-14,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,15,12.6,1.0,Y,2021-05-15,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,16,0.6,1.0,Y,2021-05-16,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,17,10.8,1.0,Y,2021-05-17,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,18,0.0,0.0,Y,2021-05-18,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,19,0.0,0.0,Y,2021-05-19,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,20,0.4,1.0,Y,2021-05-20,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,21,0.0,0.0,Y,2021-05-21,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,22,0.0,0.0,Y,2021-05-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,23,0.0,0.0,Y,2021-05-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,24,0.0,0.0,Y,2021-05-24,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,25,0.0,0.0,Y,2021-05-25,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,26,9.8,1.0,Y,2021-05-26,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,27,2.0,1.0,Y,2021-05-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,28,9.4,1.0,Y,2021-05-28,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,29,0.0,0.0,Y,2021-05-29,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,30,0.0,0.0,Y,2021-05-30,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,5,31,0.0,0.0,Y,2021-05-31,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,1,0.0,0.0,N,2021-06-01,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,2,0.0,0.0,N,2021-06-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,3,0.4,1.0,N,2021-06-03,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,4,4.6,1.0,N,2021-06-04,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,5,4.6,1.0,N,2021-06-05,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,6,3.0,1.0,N,2021-06-06,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,7,0.4,1.0,N,2021-06-07,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,8,13.4,1.0,N,2021-06-08,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,9,15.2,1.0,N,2021-06-09,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,10,77.4,1.0,N,2021-06-10,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,11,2.2,1.0,N,2021-06-11,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,12,10.2,1.0,N,2021-06-12,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,13,0.0,0.0,N,2021-06-13,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,14,0.0,0.0,N,2021-06-14,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,15,0.0,0.0,N,2021-06-15,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,16,2.0,1.0,N,2021-06-16,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,17,0.0,0.0,N,2021-06-17,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,18,1.4,1.0,N,2021-06-18,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,19,9.8,1.0,N,2021-06-19,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,20,0.0,0.0,N,2021-06-20,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,21,0.0,0.0,N,2021-06-21,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,22,0.0,0.0,N,2021-06-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,23,0.0,0.0,N,2021-06-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,24,1.8,1.0,N,2021-06-24,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,25,5.4,1.0,N,2021-06-25,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,26,24.0,1.0,N,2021-06-26,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,27,1.8,1.0,N,2021-06-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,28,1.0,1.0,N,2021-06-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,29,0.0,0.0,N,2021-06-29,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,6,30,0.0,0.0,N,2021-06-30,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,1,0.0,0.0,N,2021-07-01,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,2,0.0,0.0,N,2021-07-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,3,13.0,1.0,N,2021-07-03,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,4,3.4,1.0,N,2021-07-04,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,5,10.8,1.0,N,2021-07-05,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,6,0.4,1.0,N,2021-07-06,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,7,0.0,0.0,N,2021-07-07,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,8,0.0,0.0,N,2021-07-08,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,9,0.0,0.0,N,2021-07-09,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,10,0.0,0.0,N,2021-07-10,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,11,0.0,0.0,N,2021-07-11,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,12,0.0,0.0,N,2021-07-12,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,13,11.4,1.0,N,2021-07-13,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,14,3.6,1.0,N,2021-07-14,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,15,9.8,1.0,N,2021-07-15,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,16,9.0,1.0,N,2021-07-16,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,17,6.6,1.0,N,2021-07-17,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,18,16.8,1.0,N,2021-07-18,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,19,0.2,1.0,N,2021-07-19,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,20,3.4,1.0,N,2021-07-20,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,21,20.4,1.0,N,2021-07-21,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,22,1.4,1.0,N,2021-07-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,23,0.0,0.0,N,2021-07-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,24,0.4,1.0,N,2021-07-24,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,25,6.0,1.0,N,2021-07-25,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,26,3.2,1.0,N,2021-07-26,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,27,0.0,0.0,N,2021-07-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,28,0.0,0.0,N,2021-07-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,29,4.8,1.0,N,2021-07-29,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,30,0.0,0.0,N,2021-07-30,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,7,31,0.0,0.0,N,2021-07-31,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,1,22.8,1.0,N,2021-08-01,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,2,0.0,0.0,N,2021-08-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,3,0.8,1.0,N,2021-08-03,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,4,7.0,1.0,N,2021-08-04,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,5,3.8,1.0,N,2021-08-05,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,6,0.0,0.0,N,2021-08-06,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,7,1.0,1.0,N,2021-08-07,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,8,2.4,1.0,N,2021-08-08,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,9,0.0,0.0,N,2021-08-09,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,10,0.0,0.0,N,2021-08-10,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,11,0.0,0.0,N,2021-08-11,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,12,7.8,1.0,N,2021-08-12,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,13,0.0,0.0,N,2021-08-13,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,14,0.0,0.0,N,2021-08-14,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,15,0.0,0.0,N,2021-08-15,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,16,3.8,1.0,N,2021-08-16,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,17,9.4,1.0,N,2021-08-17,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,18,3.2,1.0,N,2021-08-18,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,19,0.0,0.0,N,2021-08-19,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,20,0.0,0.0,N,2021-08-20,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,21,2.8,1.0,N,2021-08-21,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,22,0.0,0.0,N,2021-08-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,23,5.0,1.0,N,2021-08-23,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,24,8.0,1.0,N,2021-08-24,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,25,0.0,0.0,N,2021-08-25,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,26,1.4,1.0,N,2021-08-26,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,27,0.0,0.0,N,2021-08-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,28,0.0,0.0,N,2021-08-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,29,7.2,1.0,N,2021-08-29,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,30,0.0,0.0,N,2021-08-30,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,8,31,0.0,0.0,N,2021-08-31,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,1,0.0,0.0,Y,2021-09-01,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,2,0.0,0.0,Y,2021-09-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,3,0.0,0.0,Y,2021-09-03,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,4,25.0,1.0,Y,2021-09-04,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,5,16.0,1.0,Y,2021-09-05,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,6,6.6,1.0,Y,2021-09-06,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,7,0.0,0.0,Y,2021-09-07,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,8,0.0,0.0,Y,2021-09-08,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,9,0.0,0.0,Y,2021-09-09,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,10,0.0,0.0,Y,2021-09-10,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,11,0.0,0.0,Y,2021-09-11,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,12,0.5,1.0,Y,2021-09-12,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,13,2.8,1.0,Y,2021-09-13,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,14,0.0,0.0,Y,2021-09-14,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,15,0.0,0.0,Y,2021-09-15,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,16,0.0,0.0,Y,2021-09-16,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,17,0.0,0.0,Y,2021-09-17,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,18,4.0,1.0,Y,2021-09-18,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,19,2.6,1.0,Y,2021-09-19,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,20,16.6,1.0,Y,2021-09-20,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,21,29.6,1.0,Y,2021-09-21,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,22,2.8,1.0,Y,2021-09-22,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,23,0.0,0.0,Y,2021-09-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,24,0.0,0.0,Y,2021-09-24,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,25,6.0,1.0,Y,2021-09-25,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,26,0.0,0.0,Y,2021-09-26,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,27,0.0,0.0,Y,2021-09-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,28,0.0,0.0,Y,2021-09-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,29,0.0,0.0,Y,2021-09-29,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,9,30,9.0,1.0,Y,2021-09-30,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,1,30.6,1.0,N,2021-10-01,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,2,10.4,1.0,N,2021-10-02,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,3,3.0,1.0,N,2021-10-03,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,4,2.2,1.0,N,2021-10-04,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,5,16.2,1.0,N,2021-10-05,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,6,0.0,0.0,N,2021-10-06,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,7,10.2,1.0,N,2021-10-07,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,8,0.0,0.0,N,2021-10-08,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,10,3.4,2.0,N,2021-10-10,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,11,0.0,0.0,N,2021-10-11,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,12,0.0,0.0,N,2021-10-12,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,13,0.0,0.0,N,2021-10-13,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,14,17.4,1.0,N,2021-10-14,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,15,2.2,1.0,N,2021-10-15,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,16,49.0,1.0,N,2021-10-16,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,17,0.0,0.0,N,2021-10-17,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,18,0.0,0.0,N,2021-10-18,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,19,2.0,1.0,N,2021-10-19,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,20,0.0,0.0,N,2021-10-20,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,21,0.0,0.0,N,2021-10-21,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,22,0.0,0.0,N,2021-10-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,23,8.0,1.0,N,2021-10-23,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,24,5.4,1.0,N,2021-10-24,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,25,2.0,1.0,N,2021-10-25,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,26,0.0,0.0,N,2021-10-26,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,27,0.0,0.0,N,2021-10-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,28,0.0,0.0,N,2021-10-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,29,8.0,1.0,N,2021-10-29,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,30,20.0,1.0,N,2021-10-30,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,10,31,0.8,1.0,N,2021-10-31,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,1,0.0,0.0,Y,2021-11-01,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,2,0.0,0.0,Y,2021-11-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,3,0.0,0.0,Y,2021-11-03,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,4,26.0,1.0,Y,2021-11-04,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,5,0.0,0.0,Y,2021-11-05,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,6,0.0,0.0,Y,2021-11-06,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,7,4.4,1.0,Y,2021-11-07,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,8,0.0,0.0,Y,2021-11-08,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,9,0.0,0.0,Y,2021-11-09,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,10,7.6,1.0,Y,2021-11-10,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,11,6.4,1.0,Y,2021-11-11,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,12,3.0,1.0,Y,2021-11-12,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,13,12.2,1.0,Y,2021-11-13,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,14,7.6,1.0,Y,2021-11-14,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,15,18.4,1.0,Y,2021-11-15,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,16,9.6,1.0,Y,2021-11-16,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,17,0.0,0.0,Y,2021-11-17,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,18,0.0,0.0,Y,2021-11-18,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,19,0.0,0.0,Y,2021-11-19,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,20,0.0,0.0,Y,2021-11-20,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,21,0.0,0.0,Y,2021-11-21,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,22,0.0,0.0,Y,2021-11-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,23,0.0,0.0,Y,2021-11-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,24,1.4,1.0,Y,2021-11-24,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,25,1.0,1.0,Y,2021-11-25,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,26,0.0,0.0,Y,2021-11-26,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,27,0.0,0.0,Y,2021-11-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,28,0.0,0.0,Y,2021-11-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,29,0.0,0.0,Y,2021-11-29,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,11,30,0.0,0.0,Y,2021-11-30,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,1,0.0,0.0,Y,2021-12-01,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,2,1.2,1.0,Y,2021-12-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,3,7.4,1.0,Y,2021-12-03,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,4,0.0,0.0,Y,2021-12-04,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,5,0.0,0.0,Y,2021-12-05,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,6,0.0,0.0,Y,2021-12-06,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,7,0.2,1.0,Y,2021-12-07,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,8,2.2,1.0,Y,2021-12-08,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,9,5.2,1.0,Y,2021-12-09,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,10,0.2,1.0,Y,2021-12-10,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,11,0.0,0.0,Y,2021-12-11,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,12,0.0,0.0,Y,2021-12-12,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,13,0.0,0.0,Y,2021-12-13,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,14,0.0,0.0,Y,2021-12-14,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,15,0.0,0.0,Y,2021-12-15,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,16,0.0,0.0,Y,2021-12-16,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,17,0.0,0.0,Y,2021-12-17,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,18,0.0,0.0,Y,2021-12-18,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,20,10.0,2.0,Y,2021-12-20,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,21,0.0,0.0,Y,2021-12-21,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,22,0.0,0.0,Y,2021-12-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,23,0.0,0.0,Y,2021-12-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,24,0.0,0.0,Y,2021-12-24,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,25,0.0,0.0,Y,2021-12-25,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,26,0.0,0.0,Y,2021-12-26,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,27,0.0,0.0,Y,2021-12-27,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,28,0.0,0.0,Y,2021-12-28,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,29,0.0,0.0,Y,2021-12-29,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,30,0.0,0.0,Y,2021-12-30,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2021,12,31,0.0,0.0,Y,2021-12-31,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,1,0.0,0.0,Y,2022-01-01,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,2,0.0,0.0,Y,2022-01-02,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,3,0.0,0.0,Y,2022-01-03,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,4,0.0,0.0,Y,2022-01-04,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,5,0.0,0.0,Y,2022-01-05,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,6,0.0,0.0,Y,2022-01-06,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,7,0.0,0.0,Y,2022-01-07,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,8,18.4,1.0,Y,2022-01-08,1
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,9,0.0,0.0,Y,2022-01-09,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,10,0.0,0.0,Y,2022-01-10,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,11,0.0,0.0,Y,2022-01-11,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,12,0.0,0.0,Y,2022-01-12,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,13,0.0,0.0,Y,2022-01-13,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,14,0.8,1.0,Y,2022-01-14,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,15,0.0,0.0,Y,2022-01-15,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,16,0.0,0.0,Y,2022-01-16,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,17,0.0,0.0,Y,2022-01-17,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,18,0.0,0.0,Y,2022-01-18,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,19,0.0,0.0,Y,2022-01-19,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,20,0.0,0.0,Y,2022-01-20,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,21,0.0,0.0,Y,2022-01-21,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,22,0.0,0.0,Y,2022-01-22,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,23,0.0,0.0,Y,2022-01-23,0
86072,Monbulk,-37.88,145.42,IDCJAC0009,2022,1,24,0.0,0.0,Y,2022-01-24,0
